"","time","open","high","low","close","volume","amount","trades","volumsOFbuy","amountOFbuy","changeDir","fluct_pct"
"628",2019-09-21,10167.92,10176.7,9900,9986.39,20544.175196,206034034.508035,245439,9285.851479,93152981.2923447,"down",2.79
"629",2019-09-22,9985.15,10089,9853.97,10028.87,22049.275256,220133631.612842,253713,11200.611921,111864717.132405,"up",2.39
"630",2019-09-23,10028.05,10049.99,9615.77,9702.25,31937.232356,314390584.626461,332817,14940.112496,147108768.544579,"down",4.52
"631",2019-09-24,9702.2,9794.99,7800,8493.14,94007.345203,838996309.161128,748712,42986.253127,383608082.568632,"down",25.58
"632",2019-09-25,8497.55,8730,8215.64,8430.05,60783.892258,512437200.361104,544806,30489.471994,257118054.549034,"down",6.26
"633",2019-09-26,8430.05,8465.99,7750,8063.73,67930.853749,552794530.866682,522062,33363.51365,271728779.699546,"down",9.24
"634",2019-09-27,8063.49,8265,7852.15,8177.91,43882.924625,352800745.207929,369518,23224.861135,186790633.036462,"up",5.26
"635",2019-09-28,8177.47,8315,8001.09,8198.81,34473.605165,280672404.680496,319113,18215.039863,148326185.320005,"up",3.92
"636",2019-09-29,8199.38,8229.13,7890,8043.82,31544.211388,253660600.325293,322501,15507.400781,124764250.175754,"down",4.3
"637",2019-09-30,8043.04,8337.26,7710,8289.34,55865.48726,449120676.84276,455556,29052.010951,233783108.231693,"up",8.14
"638",2019-10-01,8289.97,8500,8173.05,8292.44,43472.418091,362980689.879991,387653,22518.984395,188065394.227181,"up",4
"639",2019-10-02,8292.67,8373.91,8151.22,8359.94,26243.386644,216325351.858645,261430,13652.36085,112568257.133631,"up",2.73
"640",2019-10-03,8360,8393,8060,8223.96,30488.284058,250291751.271414,281307,15321.407535,125826457.092521,"down",4.13
"641",2019-10-04,8224.43,8232.41,8005,8137.13,26476.330404,215325611.682215,259012,13236.810255,107708233.745748,"down",2.84
"642",2019-10-05,8137.09,8183.41,8012.98,8126.19,21907.615564,177252877.002969,237769,10620.069822,85943843.8439009,"down",2.13
"643",2019-10-06,8127.55,8153.87,7785,7854.25,34676.104049,275447898.032875,325795,16437.310141,130619830.633569,"down",4.74
"644",2019-10-07,7855.3,8299.92,7762,8190.09,52202.072297,420921679.844263,482605,28088.649704,226592301.643822,"up",6.93
"645",2019-10-08,8190.82,8325,8088.75,8168.39,35452.657423,290675248.141445,395685,16893.73714,138551354.175579,"down",2.92
"646",2019-10-09,8170.79,8670,8115,8560.74,55038.704378,462845251.81361,537805,29211.87169,245678414.82929,"up",6.84
"647",2019-10-10,8562.15,8644,8414.52,8558.03,39137.946167,333925412.304142,406932,20587.713971,175682847.812351,"down",2.73
"648",2019-10-11,8557.82,8779.51,8212.38,8258.5,50405.284418,424413201.532932,471818,24618.017135,207347909.975977,"down",6.91
"649",2019-10-12,8257.95,8400,8250,8300.09,21339.334098,177707852.594819,280633,11644.429544,96979920.3984342,"up",1.82
"650",2019-10-13,8301.98,8451.37,8160,8275.01,27840.739953,232149438.363959,320051,14035.914654,117101482.904644,"down",3.57
"651",2019-10-14,8275.24,8388.85,8203,8348.2,29810.663253,247530733.180035,345679,15273.003755,126831374.414732,"up",2.27
"652",2019-10-15,8346.86,8403,8090,8159.29,32773.062476,270727559.777011,399447,16822.940015,139031758.655656,"down",3.87
"653",2019-10-16,8159.3,8181.16,7917,7991.74,34733.593966,279586845.536214,421026,17198.827976,138510455.776914,"down",3.34
"654",2019-10-17,7995.02,8124.92,7929.03,8070.58,29656.949158,238343204.482515,356490,15922.046058,127960055.045891,"up",2.47
"655",2019-10-18,8070.71,8115,7816.01,7947.01,31353.181416,248931322.100851,399783,15692.63445,124639536.569631,"down",3.83
"656",2019-10-19,7946.89,8098.1,7866.92,7948.01,26627.889388,211909734.13572,349746,13886.838244,110541248.175037,"up",2.94
"657",2019-10-20,7949.87,8297,7870,8223.35,34286.452654,275899861.653871,396091,18042.423677,145235373.212162,"up",5.43
"658",2019-10-21,8223.35,8333,8142.03,8197.27,30448.679539,250117281.636613,367169,16584.000384,136247602.038637,"down",2.35
"659",2019-10-22,8197.28,8297.99,8000,8020,34651.828663,283535483.410514,384699,16767.036824,137253195.958263,"down",3.72
"660",2019-10-23,8020.06,8047.59,7300,7466.62,63897.457098,488220760.646416,610241,28473.730302,217502083.436703,"down",10.24
"661",2019-10-24,7468.47,7503.68,7337.99,7412.41,32714.383265,243246414.948924,403778,16705.376355,124225722.47548,"down",2.26
"662",2019-10-25,7412.41,8799,7361,8655.02,90748.218174,737329544.88352,775418,49588.976612,402740312.187854,"up",19.54
"663",2019-10-26,8655.88,10370,8470.38,9230,162588.585413,1522244166.41085,1185369,81590.336531,764040095.621218,"up",22.43
"664",2019-10-27,9230,9794.98,9074.34,9529.93,93833.541604,887438297.746267,799978,47320.55467,447629005.396563,"up",7.94
"665",2019-10-28,9528.23,9902.1,9160,9205.14,80174.217323,759178942.948842,681128,39754.681501,376584590.218581,"down",8.1
"666",2019-10-29,9204.45,9550,9072,9407.62,64158.462446,600611324.6357,559589,32787.049174,307062268.419918,"up",5.27
"667",2019-10-30,9407.62,9409.84,9001.01,9154.72,55241.786434,506584830.031332,524035,27416.561748,251452283.205305,"down",4.54
"668",2019-10-31,9154.02,9405,8913,9140.85,54376.024902,498152743.734809,490183,27252.203536,249802680.663808,"down",5.52
"669",2019-11-01,9140.86,9279,9030,9231.61,43594.814115,398803069.009085,478002,22843.605042,209045155.880957,"up",2.76
"670",2019-11-02,9231.4,9373.74,9186.21,9289.52,28923.060828,268119579.730091,325421,15316.187863,141991067.153332,"up",2.04
"671",2019-11-03,9289.85,9362.57,9066.14,9194.71,27894.378279,256664259.662191,326024,13611.806558,125328511.004268,"down",3.27
"672",2019-11-04,9196.46,9513.68,9115.84,9393.35,45894.456277,426792003.174906,453749,24741.815925,230142613.207524,"up",4.36
"673",2019-11-05,9392.4,9454.95,9175.76,9308.66,45935.873665,428156963.078547,492885,22809.239558,212668961.376196,"down",3.04
"674",2019-11-06,9307.73,9440.91,9250.01,9339.05,37336.170372,348607499.831217,402997,18947.024127,176929534.860377,"up",2.06
"675",2019-11-07,9339.16,9375,9101,9216.2,39117.470853,361217475.058347,401984,19603.523572,181092296.040038,"down",3.01
"676",2019-11-08,9214,9261,8696,8773.73,62107.289243,555589995.993586,567331,30046.129291,268900339.263123,"down",6.5
"677",2019-11-09,8773.74,8880,8724.88,8809.41,29469.481405,259733491.829909,326730,14990.422246,132136096.268897,"up",1.78
"678",2019-11-10,8809.18,9147.19,8750,9039.47,34422.029797,307316853.903754,375946,17722.19709,158219187.661958,"up",4.54
"679",2019-11-11,9040.16,9072.32,8618.68,8733.27,44888.053545,394585996.329287,415982,22111.943057,194310323.856787,"down",5.26
"680",2019-11-12,8733.36,8888,8567.6,8821.94,40366.629471,352675938.430593,406765,20225.03456,176773688.171979,"up",3.74
"681",2019-11-13,8821.91,8844.99,8702,8777.12,26810.116918,235060554.124102,281593,13524.993035,118583622.598905,"down",1.64
"682",2019-11-14,8777.54,8800,8582.6,8646.68,33468.468961,290104306.953033,337019,16272.816785,141092283.637031,"down",2.53
"683",2019-11-15,8646.38,8790,8400,8471.73,46087.417751,394708981.315572,423919,22568.290117,193359510.761468,"down",4.64
"684",2019-11-16,8471.62,8543,8400,8491.02,20902.299752,177222838.385648,231473,10703.629784,90759494.9337147,"up",1.7
"685",2019-11-17,8490.74,8635,8350.68,8502.4,27009.037082,229995700.811584,259594,13607.516179,115878483.614996,"up",3.4
"686",2019-11-18,8502.87,8503.52,8060,8187.17,43017.69094,358706174.825218,366263,20525.116924,171255974.960996,"down",5.5
"687",2019-11-19,8186.5,8218.63,8003,8133.64,43556.061025,353463792.044434,357382,21816.725084,177061624.178835,"down",2.69
"688",2019-11-20,8133.83,8264.29,8038.4,8098.01,32466.23098,263387575.485922,288843,16751.186459,135913703.283766,"down",2.81
"689",2019-11-21,8098.56,8134.73,7500,7627.74,58418.780261,455166676.27818,430062,26902.369851,209669250.005122,"down",8.46
"690",2019-11-22,7627.79,7750,6790,7268.23,126603.140259,917881536.262084,817604,60867.912182,441369226.606273,"down",14.14
"691",2019-11-23,7268.23,7344.48,7080.01,7311.57,50449.894755,364446217.37376,414045,25882.631466,187044325.069369,"up",3.74
"692",2019-11-24,7311.1,7330.39,6861,6903.28,67890.206483,481922941.326976,446014,33387.528695,237048588.06349,"down",6.84
"693",2019-11-25,6900.23,7377.69,6515,7109.57,119645.735197,831628458.304907,679721,60533.393613,421590444.065664,"up",13.24
"694",2019-11-26,7109.99,7340,7017.48,7156.14,65722.39769,469602476.912681,433933,33301.349941,237985219.121134,"up",4.6
"695",2019-11-27,7154.75,7655,6840,7508.52,92452.87349,671646609.169551,582055,47058.028744,342164140.183157,"up",11.92
"696",2019-11-28,7507.9,7643,7360,7419.49,56933.981109,427572714.945601,388953,28876.708952,216954965.991689,"down",3.85
"697",2019-11-29,7418.52,7850,7362.3,7739.68,60745.300873,463006956.685151,412929,31576.88619,240751084.867817,"up",6.62
"698",2019-11-30,7740.99,7810,7441,7541.89,46989.433619,358749026.360755,346506,23743.610337,181318684.76791,"down",4.96
"699",2019-12-01,7540.63,7541.85,7210,7390.89,60769.342313,446524917.20597,420573,31120.002932,228709227.474782,"down",4.6
"700",2019-12-02,7391.5,7420.56,7151.1,7294.28,46330.25604,337889295.510181,326881,24043.616393,175417845.967771,"down",3.77
"701",2019-12-03,7294.42,7400,7241.35,7292.71,33149.477487,242379261.104348,265391,16639.294837,121693871.293292,"down",2.19
"702",2019-12-04,7292.71,7750,7067,7194.32,83147.149142,608623482.759923,516158,41867.078057,306621278.812127,"down",9.66
"703",2019-12-05,7194.59,7485,7150,7389,59306.678855,434738864.784012,430359,30794.874009,225785929.451964,"up",4.69
"704",2019-12-06,7389,7590.03,7305,7527.47,48189.087944,356905919.01556,367854,25901.014334,191894551.377195,"up",3.9
"705",2019-12-07,7527.8,7619.62,7470.16,7488.21,31498.684173,237000924.855305,263592,16179.184922,121730405.775308,"down",2
"706",2019-12-08,7487.31,7564,7374.86,7510.11,29856.897631,223314325.618465,257514,15295.64625,114410839.188937,"up",2.56
"707",2019-12-09,7510.11,7650,7273,7338.64,46621.887493,347471155.482683,359648,23733.126317,176936408.770236,"down",5.18
"708",2019-12-10,7338.64,7407.6,7157.1,7224.13,49723.76214,363127435.395517,439637,24739.064153,180700991.447602,"down",3.5
"709",2019-12-11,7224.15,7275.5,7125.66,7210,30093.091944,217095653.866589,268269,15475.539172,111646214.458424,"down",2.1
"710",2019-12-12,7210,7295,7080.3,7198.08,42288.600932,303657479.492691,331414,20847.384026,149736412.319929,"down",3.03
"711",2019-12-13,7197.76,7309.05,7190.76,7258.48,27609.873795,199836160.233652,252135,14299.033256,103507284.730332,"up",1.65
"712",2019-12-14,7257.37,7271.77,7012,7064.05,29561.985967,211004228.015854,276819,14397.273743,102799669.536903,"down",3.7
"713",2019-12-15,7064.14,7200.3,7008.35,7118.59,26395.778137,187402764.563531,262651,13778.880146,97846824.9133902,"up",2.74
"714",2019-12-16,7119.6,7150,6836,6891.72,43863.993059,307508569.892514,371202,21512.688371,150883357.875011,"down",4.59
"715",2019-12-17,6891.44,6942.21,6560,6623.82,53865.069929,364087469.822278,454097,26510.453951,179268531.687624,"down",5.83
"716",2019-12-18,6623.84,7440,6435,7277.83,95636.651251,654057202.158829,714073,49843.650817,341707270.924045,"up",15.62
"717",2019-12-19,7277.83,7380,7038.31,7150.3,55509.049075,397407677.058565,439761,27456.528272,196558003.609428,"down",4.85
"718",2019-12-20,7151.31,7220,7079.5,7187.83,32132.069205,229842650.421495,312766,16641.052689,119044689.291615,"up",1.98
"719",2019-12-21,7188.01,7190.58,7105,7132.75,19467.174028,139069157.086458,212162,10119.761012,72297064.9988913,"down",1.2
"720",2019-12-22,7131.59,7518.54,7122.47,7501.44,39137.45515,285577206.940635,356612,20625.436732,150554135.68143,"up",5.56
"721",2019-12-23,7500.71,7695.38,7265.84,7317.09,68051.997203,510710431.76686,530669,33444.243772,251116788.725293,"down",5.91
"722",2019-12-24,7317.3,7436.68,7157.04,7255.77,43629.494188,318428019.00091,384678,21552.751206,157326354.038349,"down",3.91
"723",2019-12-25,7255.77,7271.77,7128.86,7204.63,27492.044323,198273303.109546,289924,14433.038991,104115922.412875,"down",2
"724",2019-12-26,7205.01,7435,7157.12,7202,36259.761076,263289798.956188,337695,18887.865665,137178762.789337,"down",3.88
"725",2019-12-27,7202,7275.86,7076.42,7254.74,33642.701861,242214722.72289,297262,16882.396768,121593559.335066,"up",2.82
"726",2019-12-28,7254.77,7365.01,7238.67,7316.14,26848.982199,196322192.438002,272607,13894.476242,101598406.027704,"up",1.75
"727",2019-12-29,7315.36,7528.45,7288,7388.24,31387.106085,231731575.828217,283213,15999.777828,118139507.928627,"up",3.3
"728",2019-12-30,7388.43,7408.24,7220,7246,29605.911782,216508875.517675,279033,13768.256664,100676879.90295,"down",2.61
"729",2019-12-31,7246,7320,7145.01,7195.23,25954.453533,187518399.34504,251976,12595.930347,91036201.1378344,"down",2.45
"730",2020-01-01,7195.24,7255,7175.15,7200.85,16792.388165,121214452.116062,194010,8946.955535,64597785.2123343,"up",1.11
"731",2020-01-02,7200.77,7212.5,6924.74,6965.71,31951.483932,225982341.30114,302667,15141.61134,107060829.078065,"down",4.16
"732",2020-01-03,6965.49,7405,6871.04,7344.96,68428.500451,495098582.962035,519854,35595.496273,257713113.851729,"up",7.77
"733",2020-01-04,7345,7404,7272.21,7354.11,29987.974977,219874240.939948,279370,16369.382248,120035111.724072,"up",1.81
"734",2020-01-05,7354.19,7495,7318,7358.75,38331.085604,284848683.789176,329209,19455.369564,144600094.389651,"up",2.42
"735",2020-01-06,7357.64,7795.34,7346.76,7758,54635.695316,413330481.226049,449937,28853.76777,218411610.659425,"up",6.11
"736",2020-01-07,7758.9,8207.68,7723.71,8145.28,91171.684661,724202791.142963,685315,46192.111549,366866967.613932,"up",6.27
"737",2020-01-08,8145.92,8455,7870,8055.98,112622.64264,926410232.604506,830375,55071.109514,453284250.45454,"down",7.43
"738",2020-01-09,8054.72,8055.96,7750,7817.76,64239.51983,507258250.47488,478800,31645.759221,249899679.334401,"down",3.95
"739",2020-01-10,7817.74,8199,7672,8197.02,82406.777448,652774220.388437,606101,42361.755307,335845385.674833,"up",6.87
"740",2020-01-11,8198.86,8286.34,8003.16,8020.01,54810.032667,445034349.564702,469131,27916.124974,226716001.442886,"down",3.54
"741",2020-01-12,8020.01,8197,7960,8184.98,38131.494336,309351920.45885,350662,19718.541096,159972663.992919,"up",2.98
"742",2020-01-13,8184.97,8196,8055.89,8110.34,31159.755683,252656965.35815,289144,15215.226501,123407351.918079,"down",1.74
"743",2020-01-14,8110.34,8880,8105.54,8810.01,120399.126742,1032735180.86587,915328,62492.096676,536081638.054186,"up",9.55
"744",2020-01-15,8814.64,8916.48,8564,8821.41,84816.297606,743712237.279082,764048,42493.551026,372770745.179299,"up",4.12
"745",2020-01-16,8820.01,8859.81,8586,8720.01,51991.074284,451752380.281081,543064,25996.30135,225914888.377772,"down",3.19
"746",2020-01-17,8720.15,9041.65,8672.44,8913.28,70897.737377,629568740.707009,676403,36139.808845,320997160.958917,"up",4.26
"747",2020-01-18,8913.27,8988.88,8806.38,8915.96,38294.746545,340852837.91608,458182,19421.295313,172895403.239743,"up",2.07
"748",2020-01-19,8915.09,9198.98,8466,8701.7,70676.889259,623950864.276293,615665,33655.943241,297282818.093159,"down",8.66
"749",2020-01-20,8701.72,8746.99,8521.28,8642.35,38896.639746,336447837.001806,385006,19453.863782,168293007.487546,"down",2.65
"750",2020-01-21,8642.35,8789,8488,8736.03,36494.687659,316056704.984738,365621,18731.871637,162303157.942794,"up",3.55
"751",2020-01-22,8736.04,8818,8590,8682.36,29080.557138,252638888.214925,317424,14477.157512,125794389.995543,"down",2.65
"752",2020-01-23,8682.77,8691.81,8306.39,8404.52,48165.944597,407428808.675337,464805,23287.712444,196965082.040414,"down",4.64
"753",2020-01-24,8404.52,8528.02,8238,8439,41687.529529,349874174.790039,407271,21293.489586,178752179.114777,"up",3.52
"754",2020-01-25,8438.99,8451.26,8254.9,8340.58,25521.157932,212869245.635898,283118,13076.752786,109098245.224273,"down",2.38
"755",2020-01-26,8340.01,8618.13,8293.66,8615,31130.485164,263941925.272999,332612,15797.911267,133936210.143563,"up",3.91
"756",2020-01-27,8614.39,9000,8535,8907.57,53973.542996,473194952.804469,514196,28592.326521,250794158.809191,"up",5.45
"757",2020-01-28,8907.57,9400,8862.4,9374.21,74584.853765,676593159.48234,616678,38852.363246,352558461.215382,"up",6.07
"758",2020-01-29,9375.34,9449.24,9216,9301.53,53864.065122,503188568.836358,492545,26615.651329,248688826.41119,"down",2.53
"759",2020-01-30,9301.57,9578,9204.44,9513.21,60626.744259,569652869.819684,529570,30852.55545,290043577.439287,"up",4.06
"760",2020-01-31,9511.52,9530.22,9210.01,9352.89,45552.022352,425779010.406537,428547,22482.470899,210150300.222274,"down",3.48
"761",2020-02-01,9351.71,9464.53,9281,9384.61,28578.067354,268137739.993338,334972,14679.126305,137764121.891687,"up",1.98
"762",2020-02-02,9384.41,9477.03,9120,9331.51,45690.91254,428064088.690468,446558,22588.40606,211808205.791569,"down",3.91
"763",2020-02-03,9331.59,9618.79,9234,9292.24,50892.133451,476379993.492472,492124,24781.397696,232065946.538542,"down",4.17
"764",2020-02-04,9291.35,9350,9093.01,9197.02,53308.175266,491136137.210763,528930,26103.432307,240571508.240152,"down",2.83
"765",2020-02-05,9197.02,9744.45,9177.22,9612.04,64870.415615,613540574.781831,661758,35375.605202,334620486.137367,"up",6.18
"766",2020-02-06,9612.03,9862.57,9526.35,9772,64949.706588,631245079.822381,682179,32143.454647,312506614.386625,"up",3.53
"767",2020-02-07,9772,9885,9730,9813.73,43966.114632,430744860.181439,582249,22733.988186,222761439.955789,"up",1.59
"768",2020-02-08,9813.87,9940,9667.11,9895.05,43600.843666,427781790.200816,514573,22664.381837,222438123.846687,"up",2.82
"769",2020-02-09,9895.04,10166,9880.75,10151.75,43408.475616,437441704.905396,536848,22408.277327,225799470.002747,"up",2.89
"770",2020-02-10,10151.72,10188,9756,9851.83,59573.084619,590091358.442907,690308,28618.883245,283509329.436813,"down",4.43
"771",2020-02-11,9851.74,10323.59,9700,10223.08,62422.395224,624970415.405474,710170,31905.31642,319373572.872505,"up",6.43
"772",2020-02-12,10223.08,10450,10223.08,10326.46,61008.06393,629756037.516079,857655,31141.8077,321525481.541402,"up",2.22
"773",2020-02-13,10325.33,10500,10080,10229.63,79344.358759,815507473.735361,932802,38475.272548,395629173.038623,"down",4.17
"774",2020-02-14,10227.78,10381.56,10111.37,10344.36,47038.480173,482455622.003626,622310,23697.005493,243079257.305515,"up",2.67
"775",2020-02-15,10344.36,10375,9801,9904.72,57657.202947,580845331.174785,739781,26758.580323,269731775.503156,"down",5.86
"776",2020-02-16,9904.46,10050,9638.12,9917.27,60023.999537,592584876.904086,708070,29406.136839,290482773.251937,"up",4.27
"777",2020-02-17,9910.7,9964.16,9452.67,9706,70261.011901,680009637.615995,778058,33221.839241,321724146.097348,"down",5.41
"778",2020-02-18,9706,10250,9576.01,10164.71,70604.124019,696870122.812608,723413,37303.996326,368380176.648726,"up",7.04
"779",2020-02-19,10164.78,10250,9350,9593.79,55162.586895,547679966.929226,588760,25457.91648,253188749.128235,"down",9.63
"780",2020-02-20,9594.65,9699,9400,9596.42,60152.342914,576020107.462602,667387,29843.208875,285816414.87816,"up",3.18
"781",2020-02-21,9597.21,9755.51,9550.21,9677.05,42181.554524,408286949.803529,470599,21645.267614,209532434.576333,"up",2.15
"782",2020-02-22,9677.05,9709.17,9560.02,9650.86,24636.757623,237544283.225259,319961,13267.246511,127929552.997598,"down",1.56
"783",2020-02-23,9650.85,9990,9645,9936.4,37702.089843,371815095.467445,441935,20035.250549,197592792.862469,"up",3.58
"784",2020-02-24,9936.4,9990,9473.56,9656.13,55796.59612,542081527.640833,589384,26426.930644,256859539.020507,"down",5.45
"785",2020-02-25,9655.52,9675,9250,9315.84,54379.344552,514946930.566023,579079,26318.934158,249358678.881313,"down",4.59
"786",2020-02-26,9316.48,9377.44,8633.63,8785.25,92130.345482,830717784.379095,871018,41928.874809,378197861.581655,"down",8.62
"787",2020-02-27,8786,8971.77,8531,8823.21,72483.578762,636955872.762546,696646,35410.014492,311229361.683852,"up",5.17
"788",2020-02-28,8823.25,8900,8445,8692.91,71155.208977,615664817.010391,655727,35295.606135,305533926.984734,"down",5.39
"789",2020-02-29,8690.8,8790,8523.55,8523.61,36748.183035,318585951.988532,414175,18916.854559,164044036.868721,"down",3.13
"790",2020-03-01,8523.61,8750,8411,8531.88,43892.201779,375729315.254083,472019,21838.368866,186962259.706891,"up",4.03
"791",2020-03-02,8530.3,8965.75,8498,8915.24,60401.31773,528906629.562819,564535,31213.080602,273395227.948324,"up",5.5
"792",2020-03-03,8911.18,8919.65,8651,8760.07,55154.997282,484181096.322956,512762,26954.229745,236655810.144592,"down",3.11
"793",2020-03-04,8760.07,8848.29,8660,8750.87,38696.482578,338849891.952935,454817,19279.33119,168832874.507235,"down",2.17
"794",2020-03-05,8750.99,9159.42,8746.54,9054.68,58201.866355,524102029.204783,619552,30482.082171,274387102.910889,"up",4.72
"795",2020-03-06,9054.64,9170,8985.5,9131.88,43782.948044,397598476.420563,493216,22296.560506,202484342.221172,"up",2.05
"796",2020-03-07,9130.89,9188,8835,8886.66,45422.204525,409983263.789138,485400,22281.715855,201161181.304732,"down",4
"797",2020-03-08,8885.25,8886.76,8000,8033.31,77537.315166,656931544.78216,740741,34843.607849,295351474.435449,"down",11.08
"798",2020-03-09,8034.76,8179.31,7632.01,7929.87,116968.863268,918787729.085584,929234,58020.957927,455866837.304623,"down",7.17
"799",2020-03-10,7929.87,8149,7728.01,7894.56,86783.443875,689700153.449093,737528,43673.584024,347117049.361967,"down",5.45
"800",2020-03-11,7894.57,7980,7590,7934.52,79942.411172,624465167.364819,699401,40497.892738,316442882.759701,"up",5.14
"801",2020-03-12,7934.58,7966.17,4410,4800,261505.608653,1628590104.22221,1770812,119298.006197,743481672.203765,"down",80.64
"802",2020-03-13,4800.01,5955,3782.13,5578.6,402201.673764,2063819540.63899,2309830,197511.954273,1017423855.75575,"up",57.45
"803",2020-03-14,5576.05,5640.52,5055.13,5172.06,136910.135974,736651880.921079,1106125,66104.019729,356020329.852177,"down",11.58
"804",2020-03-15,5172.48,5940,5093.1,5361.3,139916.146534,753755706.426877,1037714,70540.65095,380499471.949823,"up",16.63
"805",2020-03-16,5360.33,5365.42,4442.12,5028.97,227276.92276,1113690309.10159,1608176,108901.967366,533857910.816587,"down",20.79
"806",2020-03-17,5028.86,5525,4921.45,5312.64,150089.926318,793147908.268497,1069217,74698.374254,394902319.124159,"up",12.26
"807",2020-03-18,5312.64,5436.17,5009.37,5393.04,137127.634894,719748122.45302,962843,65106.067778,341970839.577982,"up",8.52
"808",2020-03-19,5393.26,6400,5252.53,6162.37,199020.873439,1164739707.51424,1403608,99011.947011,579536547.758224,"up",21.85
"809",2020-03-20,6162.05,6900,5670,6208.36,219298.329514,1401734013.1752,1580069,104719.63918,670117999.148142,"up",21.69
"810",2020-03-21,6204.57,6456.98,5860.02,6186.98,128913.668363,794962136.638417,990974,63326.096852,390737241.11381,"down",10.19
"811",2020-03-22,6187.04,6407.87,5734.01,5816.19,119115.990527,722895653.510062,952259,57189.898349,347411876.360958,"down",11.75
"812",2020-03-23,5816.05,6600,5688,6467.31,164674.215785,1015525672.07439,1099406,84136.011728,519197453.135888,"up",16.03
"813",2020-03-24,6465.25,6833,6371.33,6744.72,151138.009878,1001890515.23999,1012669,72781.817328,482659188.552768,"up",7.25
"814",2020-03-25,6744.69,6957.96,6450,6677.43,132155.734989,880250736.907989,912179,63515.16835,423439621.640695,"down",7.88
"815",2020-03-26,6677.42,6780,6510,6737.36,83026.555211,552537189.479351,668467,41123.410506,273834254.466925,"up",4.15
"816",2020-03-27,6737.27,6842.59,6261,6359.11,82914.968354,551326113.855204,643631,38439.272216,255910741.817602,"down",9.29
"817",2020-03-28,6359.11,6360,6024,6236.65,93159.693429,577986706.128937,725588,44960.523438,279053353.635003,"down",5.58
"818",2020-03-29,6236.65,6266,5866.56,5881.42,63311.627714,383707122.500963,496709,29080.967922,176336037.904513,"down",6.81
"819",2020-03-30,5880.5,6599,5857.76,6394.38,118889.549992,747569726.45442,784034,58863.312983,370039956.007381,"up",12.65
"820",2020-03-31,6394.45,6523.23,6321.4,6410.44,72337.595259,465780496.622487,538231,34730.902334,223650665.249811,"up",3.19
"821",2020-04-01,6412.14,6679.94,6150.11,6642.92,97500.7524,618527468.834164,758061,49161.370195,312180122.980266,"up",8.61
"822",2020-04-02,6643.36,7198,6551,6794.09,149299.906871,1014494762.44164,1101043,74722.163748,508095825.958677,"up",9.88
"823",2020-04-03,6793.86,7048,6602.1,6734.1,104080.276939,710254017.100272,840456,51077.938671,348762338.666862,"down",6.75
"824",2020-04-04,6732.97,6990.41,6650.01,6856.99,72990.861139,495076283.520904,659051,36419.056684,247173793.291466,"up",5.12
"825",2020-04-05,6857.41,6895.54,6677.52,6772.78,49685.356983,337062083.002028,506433,23875.578312,162008820.388775,"down",3.26
"826",2020-04-06,6772.78,7355.14,6765,7329.9,118052.000832,837357664.651921,956586,59322.208873,420706756.208279,"up",8.72
"827",2020-04-07,7329.9,7459.69,7077,7197.32,103585.168918,757201786.697663,924436,48811.267789,357008427.725539,"down",5.41
"828",2020-04-08,7197.32,7420,7150,7361.28,76059.145838,555122600.275026,750516,39000.552565,284685809.777466,"up",3.78
"829",2020-04-09,7360.26,7371.92,7108.08,7283.54,61094.872417,444741085.903759,686207,28801.892851,209718590.142896,"down",3.71
"830",2020-04-10,7283.54,7295.75,6739.98,6858.92,104674.623375,727281590.77194,949050,47958.960805,333222230.69815,"down",8.25
"831",2020-04-11,6858.92,6944.3,6760,6876.83,45470.293206,311699573.516674,484618,21157.128381,145036158.547118,"up",2.73
"832",2020-04-12,6876.84,7177,6780,6903.79,73868.666501,516235035.186511,648323,35637.958687,249206873.18272,"up",5.86
"833",2020-04-13,6903.79,6903.79,6575,6837.91,96415.476573,649390681.248503,804179,44648.492187,300780988.709931,"down",5
"834",2020-04-14,6838.04,6978,6754.28,6868.7,69068.623285,474794776.192111,608665,32019.322337,220122993.726576,"up",3.31
"835",2020-04-15,6868.57,6933,6605,6621.24,61571.384994,416947490.615696,581374,29866.89225,202324176.160037,"down",4.97
"836",2020-04-16,6621.25,7190,6468.27,7101.94,125009.857539,865277543.394693,971163,63251.204331,438475139.108297,"up",11.16
"837",2020-04-17,7101.99,7148.12,6972.98,7027.55,54126.509763,382334236.169479,537554,25973.970677,183489537.174534,"down",2.51
"838",2020-04-18,7026.78,7293.08,7014.4,7248.6,49488.542819,354845083.776189,494670,23980.644731,171950110.370116,"up",3.97
"839",2020-04-19,7248.6,7266.15,7055.6,7120.74,45664.86393,326485586.931738,483574,21519.030976,153854417.370689,"down",2.98
"840",2020-04-20,7121.4,7220,6751,6826.83,90149.49137,629612368.747689,785174,40427.515933,282531224.312811,"down",6.95
"841",2020-04-21,6828.98,6940,6762,6841.37,60109.710808,411800606.081597,555797,27732.164398,190003705.320725,"up",2.63
"842",2020-04-22,6841.36,7156.38,6818,7125.14,61486.377334,431271646.175599,508659,28258.859922,198241315.961853,"up",4.96
"843",2020-04-23,7125.12,7738,7020,7482.39,102773.569561,756320213.585852,881099,52475.598541,386041564.824451,"up",10.23
"844",2020-04-24,7483.96,7615.96,7388,7505,60182.119939,452118137.794002,601093,29412.509143,220931579.320653,"up",3.09
"845",2020-04-25,7505,7705,7431.07,7538.67,43874.427726,331292050.771973,521943,21111.140946,159480178.3799,"up",3.69
