"","time","open","high","low","close","volume","amount","trades","volumsOFbuy","amountOFbuy","changeDir","fluct_pct"
"84",2018-03-26,8470.14,8514.89,7831,8134.23,44033.59566,358429758.873195,310462,20957.25692,170723432.322355,"down",8.73
"85",2018-03-27,8134.22,8215.94,7730,7795.51,37427.64805,297609656.440437,266540,18462.382105,146860645.035406,"down",6.29
"86",2018-03-28,7795.51,8109,7728,7949.3,26401.33167,209186093.18318,183620,13685.417143,108484584.612221,"up",4.93
"87",2018-03-29,7949.3,7975,6941.11,7090.14,54620.915125,405591158.632318,359537,24584.811548,182402558.21114,"down",14.9
"88",2018-03-30,7090.16,7292.43,6600.1,6840.23,65306.031976,450352009.170998,400057,31944.390579,220453635.607113,"down",10.49
"89",2018-03-31,6840.24,7223.36,6777,6923.91,36868.539087,258341534.472362,240293,19086.033607,133763988.347003,"up",6.59
"90",2018-04-01,6922,7049.98,6430,6813.01,44071.430463,297470498.819563,260942,21899.30066,147951173.822129,"down",9.64
"91",2018-04-02,6813.01,7125,6765,7056,32123.560072,224322159.413316,206780,16365.683591,114292405.858105,"up",5.32
"92",2018-04-03,7063.97,7520,7011.01,7405.21,37787.331811,277080072.761713,248143,19218.850485,140892233.113676,"up",7.26
"93",2018-04-04,7405.21,7427.52,6707,6796.1,42227.183804,297443582.746122,277249,20299.402203,142890978.609957,"down",10.74
"94",2018-04-05,6796.1,6902,6566.69,6770.76,39029.73146,263446941.132124,238476,18991.102712,128270766.866461,"down",5.11
"95",2018-04-06,6770,6850,6500,6601.39,27455.01192,182139799.808659,162456,13778.063462,91424043.7989238,"down",5.38
"96",2018-04-07,6601.39,7070,6586.28,6895.8,32269.578267,222323863.541448,178577,16460.736226,113334533.852692,"up",7.34
"97",2018-04-08,6895.81,7109.13,6880,7018,21427.673165,149967346.66269,152461,11211.615946,78468498.4725566,"up",3.33
"98",2018-04-09,7011.04,7185,6611,6782.72,34078.297206,234309953.750334,212669,17046.428596,117289580.046552,"down",8.68
"99",2018-04-10,6781.55,6890,6656,6843.9,22326.728095,151417844.266397,147755,11456.447936,77704393.5592518,"up",3.52
"100",2018-04-11,6839.56,6990,6787,6953.79,23997.871177,165264003.412706,155607,12530.65891,86309556.5173628,"up",2.99
"101",2018-04-12,6953.78,8012.23,6743.2,7923,64861.595987,485176252.489336,404588,33198.867785,248243486.467371,"up",18.82
"102",2018-04-13,7922.99,8233.39,7732,7877.41,55044.523148,439884522.711949,351905,27485.083044,219615109.062299,"down",6.48
"103",2018-04-14,7877.48,8186,7810,7999.01,31621.286357,252868761.320616,194500,16283.466045,130249061.315636,"up",4.81
"104",2018-04-15,8004,8429.54,7999.02,8355,27946.720444,230287099.584302,181778,14619.464101,120469031.171647,"up",5.38
"105",2018-04-16,8355.07,8419,7867,8064.92,36664.069715,295817536.474953,226748,17912.938455,144490340.312441,"down",7.02
"106",2018-04-17,8064.92,8173.7,7825.4,7885.02,32152.603567,258221765.573713,221228,15662.79502,125845498.643159,"down",4.45
"107",2018-04-18,7890.96,8236.43,7868,8173,26969.04457,217649160.110179,183472,14559.152289,117565317.945691,"up",4.68
"108",2018-04-19,8173.99,8296,8080,8278,27113.847464,222675105.788454,196821,13747.595928,112939221.702788,"up",2.67
"109",2018-04-20,8273.84,8930,8177.09,8856.98,39795.337485,337288580.425713,289687,21087.903673,178802594.355145,"up",9.21
"110",2018-04-21,8852.12,9035,8565,8915.31,40872.229909,358915978.104034,295374,21145.842391,185753264.884474,"up",5.49
"111",2018-04-22,8915.31,9020.67,8727.68,8787.02,29458.25348,261804372.909347,229871,14937.899116,132830238.355388,"down",3.36
"112",2018-04-23,8785.7,8985,8745,8934.01,25838.114709,229754640.596688,190944,13246.605059,117823053.827864,"up",2.74
"113",2018-04-24,8934,9731.01,8922,9619.99,46268.790106,431210048.062504,326608,24784.71044,231061865.293104,"up",9.07
"114",2018-04-25,9618.96,9759.82,8730,8869.99,81110.037589,745137762.968867,477363,38824.013806,356851505.692706,"down",11.8
"115",2018-04-26,8869.99,9307.48,8651.62,9266,43300.304245,385046648.137866,285850,22640.669137,201458888.240151,"up",7.58
"116",2018-04-27,9267.03,9395,8889,8915.35,37241.347036,342805674.55176,268471,18517.604275,170503662.723579,"down",5.69
"117",2018-04-28,8915.35,9427.48,8870,9348,34759.62842,321653866.200189,257288,18251.631451,169069669.907397,"up",6.29
"118",2018-04-29,9348,9570.51,9163.74,9419,38149.850035,357004895.963686,311494,19364.945182,181366653.819586,"up",4.44
"119",2018-04-30,9417.04,9458.64,9124.99,9246.01,35002.033875,325019389.249941,285951,17461.189029,162179073.438161,"down",3.66
"120",2018-05-01,9246.01,9248.99,8800.49,9071.48,41018.463633,368688349.621685,268741,20050.167844,180200005.01268,"down",5.1
"121",2018-05-02,9071.48,9268,8970.2,9247.84,26123.543961,238421833.758113,188258,13960.455528,127439644.783299,"up",3.32
"122",2018-05-03,9247.81,9844,9168.4,9750,38768.388288,366028365.227145,282581,21093.140343,199234352.402394,"up",7.37
"123",2018-05-04,9750,9830.04,9520.85,9713.99,28681.588879,277565997.633164,210165,14779.499554,143070410.022378,"down",3.25
"124",2018-05-05,9714,10020,9682,9864,24990.018345,246807563.506465,212076,13011.844293,128527642.996485,"up",3.49
"125",2018-05-06,9863.99,9970,9417.03,9659.01,27690.351559,267359420.30359,229309,13297.506959,128427770.525232,"down",5.87
"126",2018-05-07,9661.02,9689.67,9181,9365,33787.640012,316015961.441829,230754,15818.0488,147985335.445884,"down",5.54
"127",2018-05-08,9365,9475.7,9060.54,9187.56,25533.831889,236418155.686935,189159,13086.547467,121220083.42297,"down",4.58
"128",2018-05-09,9178,9390,8965,9310,25673.524899,235736782.28826,192337,13597.268159,124869560.738202,"up",4.74
"129",2018-05-10,9310,9395.12,8970,9002.2,25055.063718,231595002.595617,221075,12548.13816,116002381.571047,"down",4.74
"130",2018-05-11,9002.21,9016.8,8341,8400,48227.048061,418859806.481616,365538,22767.458667,197915875.745989,"down",8.1
"131",2018-05-12,8405.94,8646.88,8153,8465.94,40241.32081,337899865.860131,310305,19545.974195,164142437.419518,"up",6.06
"132",2018-05-13,8475.44,8763.36,8298,8679.71,25632.869362,219455683.080355,215590,12797.047912,109577063.571599,"up",5.61
"133",2018-05-14,8679.71,8879.99,8277,8663.34,37389.666533,320583612.230091,292731,18408.055641,157869523.767827,"down",7.29
"134",2018-05-15,8663.37,8859.99,8401.3,8462,28126.956136,242341031.061669,360379,13977.497647,120464422.624313,"down",5.46
"135",2018-05-16,8462,8488,8083.01,8330,31130.718908,257056552.430076,300842,15627.101368,129113378.775138,"down",5.01
"136",2018-05-17,8330,8464,7979,8041.46,25439.844799,209489039.341042,310780,12489.264499,103022237.773293,"down",6.08
"137",2018-05-18,8038.82,8273.21,7911.9,8239.81,23476.158251,189870380.857787,183913,12352.9627,99971085.7289471,"up",4.57
"138",2018-05-19,8238.01,8390.8,8095.73,8233.49,17193.424276,141878775.409096,134185,8731.948551,72082928.1654436,"down",3.64
"139",2018-05-20,8233.49,8609,8163.9,8526.98,19957.057109,167440553.749393,161265,10632.450955,89177519.9718969,"up",5.45
"140",2018-05-21,8526.97,8595.31,8305,8381.24,21516.596486,181750674.82135,184158,10738.686399,90716245.7902909,"down",3.5
"141",2018-05-22,8386.89,8400.18,7935.11,7977.11,23710.902858,194335432.437541,192154,11801.527076,96803604.5614726,"down",5.86
"142",2018-05-23,7977.12,8031.9,7425,7501.95,42910.666774,331238049.640746,306812,20890.889274,161412820.797589,"down",8.17
"143",2018-05-24,7501.95,7730.73,7266.99,7575.01,37845.446595,284286378.5081,253694,19012.981252,142901418.780458,"up",6.38
"144",2018-05-25,7578.99,7649.55,7308.15,7457,26739.95664,199749585.969504,239025,13830.870235,103360633.046549,"down",4.67
"145",2018-05-26,7456.99,7620,7300,7333.96,19464.086071,145636226.459029,212344,10377.955643,77725757.2538507,"down",4.38
"146",2018-05-27,7334,7400,7231.11,7338.99,18706.945515,136710618.498017,198341,10258.276953,74990830.6310118,"up",2.34
"147",2018-05-28,7338.99,7437,7058.02,7099,27219.438963,196788994.265808,233392,14409.48781,104233730.178136,"down",5.37
"148",2018-05-29,7099,7540,7032.95,7461.29,39407.21183,288070643.912868,237359,21855.93031,159656478.142622,"up",7.21
"149",2018-05-30,7467.98,7569,7260.5,7375.96,32041.583623,237956894.04949,242079,17205.948916,127816792.772222,"down",4.25
"150",2018-05-31,7382.07,7699,7327.51,7485.01,30776.063102,231017579.834133,274399,17009.013231,127645145.714891,"up",5.07
"151",2018-06-01,7485.01,7608.55,7355.54,7521.01,28259.124078,211458512.123082,303069,15701.205431,117516855.678467,"up",3.44
"152",2018-06-02,7521.01,7697.33,7437,7640.03,26720.690219,203370447.690653,290131,15540.051124,118295998.955545,"up",3.5
"153",2018-06-03,7636.81,7786.69,7600,7714.26,27505.158951,211737376.853485,349636,15760.910668,121340420.796362,"up",2.46
"154",2018-06-04,7714.26,7760.52,7446.5,7487,32258.835115,244167051.187016,307003,17730.335818,134226423.796858,"down",4.22
"155",2018-06-05,7487,7679.49,7358,7625,31722.973384,237722147.652581,236865,17315.688399,129807510.922718,"up",4.37
"156",2018-06-06,7626.64,7699,7467.05,7658.84,27229.991898,207006657.780196,257573,15071.587869,114621117.156962,"up",3.11
"157",2018-06-07,7658.79,7765,7620,7691.08,25062.227202,192949056.842,244186,14415.555201,110989280.272248,"up",1.9
"158",2018-06-08,7691.08,7703.5,7531,7603.44,23396.804671,178204158.399685,321734,13038.958337,99303699.2024083,"down",2.29
"159",2018-06-09,7603.44,7683.98,7450,7491.73,19339.885176,147171153.412775,278971,10653.462123,81075317.6777765,"down",3.14
"160",2018-06-10,7491.73,7491.73,6622.81,6764.99,52342.020032,367338754.563081,471088,25976.246666,182618941.759909,"down",13.12
"161",2018-06-11,6765,6922,6610,6872,34552.162303,233056682.857771,203442,18716.667057,126255580.927273,"up",4.72
"162",2018-06-12,6872,6890.51,6435,6530,36722.211191,245787800.801223,224658,19299.735508,129341137.975531,"down",7.08
"163",2018-06-13,6530,6627.6,6118.68,6292.78,46185.5181,295395681.662341,266517,25367.243359,162375277.43848,"down",8.32
"164",2018-06-14,6292.78,6720,6260,6635.98,44478.130837,289074808.78413,256384,23838.218565,154927680.455663,"up",7.35
"165",2018-06-15,6638.67,6666.66,6362.31,6388.9,30018.329905,196192096.14554,184938,16192.452447,105856682.82115,"down",4.78
"166",2018-06-16,6380.01,6560,6320.86,6483.98,22277.241147,143760033.694082,140470,12750.635784,82290350.5386361,"up",3.78
"167",2018-06-17,6482.5,6589.03,6422,6449.61,19847.247688,129120718.762999,129759,11208.656933,72949865.1629805,"down",2.6
"168",2018-06-18,6444.06,6794.38,6380,6712.46,31821.434995,208570443.959979,180773,17674.592693,115843959.764064,"up",6.49
"169",2018-06-19,6711.39,6841.74,6653,6741.21,24311.421143,163420093.794135,160490,12849.740659,86385611.9854134,"up",2.84
"170",2018-06-20,6740,6817.23,6551.81,6761.51,26359.752452,175935335.650579,166074,13647.933531,91142872.8913991,"up",4.05
"171",2018-06-21,6763.21,6795,6672.57,6718.84,25428.854048,171149859.236028,159783,15152.496274,101995867.723314,"down",1.83
"172",2018-06-22,6717.69,6733.97,5918.94,6045,52157.370833,327460666.914516,300515,25336.720438,158994318.271144,"down",13.77
"173",2018-06-23,6045.92,6260,6008.48,6149.98,26622.788589,162755765.845143,170164,15110.741399,92413061.164121,"up",4.19
"174",2018-06-24,6149.98,6259.8,5750,6136.97,47445.998955,284095336.05789,275996,25966.417247,155558130.881573,"down",8.87
"175",2018-06-25,6137.95,6350,6061.97,6252,39164.515306,242859915.803646,218384,21986.057384,136305269.990128,"up",4.75
"176",2018-06-26,6252,6272.54,6035,6070.78,19377.240484,119676555.564494,113431,9824.659592,60710073.4245322,"down",3.94
"177",2018-06-27,6065.89,6190.43,5971,6133.73,19225.671098,117103011.803568,99481,10381.014136,63236432.0249103,"up",3.67
"178",2018-06-28,6134.73,6173.01,5827,5853.98,30585.266026,185247010.879252,156241,16422.378159,99598694.7373052,"down",5.94
"179",2018-06-29,5851.01,6300,5780,6197.92,33911.287278,201409363.915498,212542,18727.192128,111291346.325263,"up",9
"180",2018-06-30,6197.92,6528.99,6186.03,6390.07,37919.61284,241568568.031078,230915,20036.025726,127666717.383531,"up",5.54
"181",2018-07-01,6391.08,6441.06,6251,6356.81,27562.965974,175096501.494869,183060,15580.033848,98972791.7126525,"down",3.04
"182",2018-07-02,6360.82,6685,6271.62,6615.29,36230.452264,235524330.648653,242589,18966.910907,123205676.192745,"up",6.59
"183",2018-07-03,6615.29,6679.35,6463.01,6513.86,38657.781691,254550438.137689,232914,20503.625399,135047837.816788,"down",3.35
"184",2018-07-04,6511.01,6784.92,6441.11,6586.98,23571.892777,156277884.330116,146203,12244.070908,81263604.8551188,"up",5.34
"185",2018-07-05,6585.53,6712,6453.33,6529.2,35071.972898,230809190.307405,216533,19214.780702,126481460.008737,"down",4.01
"186",2018-07-06,6529.2,6648.54,6425,6609.78,29397.094748,192230903.675992,193854,16292.945157,106560209.09449,"up",3.48
"187",2018-07-07,6609.79,6818.16,6508.88,6756.98,23973.876886,158034155.177791,145449,12894.823579,85004234.477373,"up",4.75
"188",2018-07-08,6753.48,6780,6667.44,6712.1,24622.947794,165941351.79836,145349,13146.632642,88613261.7722565,"down",1.69
"189",2018-07-09,6712.1,6802.06,6612.24,6662.12,26732.40655,179250573.666485,147315,14384.135477,96490394.6402318,"down",2.87
"190",2018-07-10,6662.78,6681,6263,6296.91,38560.672702,249099760.18975,189913,19261.135859,124490444.698855,"down",6.67
"191",2018-07-11,6296.91,6406,6278.99,6378.07,28715.498487,182357469.028071,151869,15667.909412,99524638.1040518,"up",2.02
"192",2018-07-12,6378.07,6380.28,6070,6250.57,31306.663348,194325733.787504,150985,16067.766611,99754110.0400268,"down",5.11
"193",2018-07-13,6251.4,6350,6110,6214.57,26375.325286,164467999.809258,144757,13191.157016,82276362.8121307,"down",3.93
"194",2018-07-14,6214.57,6335,6178,6251.99,17783.071999,110959488.247199,108052,9833.313029,61362055.0050005,"up",2.54
"195",2018-07-15,6250.9,6395,6225.4,6353.01,22979.211508,145409822.744877,114997,13590.240175,85970280.535022,"up",2.72
"196",2018-07-16,6354.15,6747.3,6330.4,6723.35,36204.87708,237104112.450495,201733,20149.634808,131922164.852686,"up",6.59
"197",2018-07-17,6723.33,7468.99,6652.04,7317.44,52105.423459,364669305.036906,276178,28049.11657,195977152.691844,"up",12.28
"198",2018-07-18,7317.44,7588.08,7225.38,7381.9,59487.64345,440669913.208352,327949,31196.382316,231133137.368013,"up",5.02
"199",2018-07-19,7381.88,7576.28,7270,7466.21,41218.256437,305198281.139486,235597,22682.956421,167927663.731013,"up",4.21
"200",2018-07-20,7468.86,7700,7273,7337.53,46140.313447,342862693.09591,251391,24006.584622,178428687.494205,"down",5.87
"201",2018-07-21,7337.47,7458.47,7211,7398.78,28886.490291,212126417.228732,164901,16427.382562,120688066.375663,"up",3.43
"202",2018-07-22,7399.25,7582.4,7335.5,7394.79,30270.21844,225619234.837442,144711,17086.758292,127390550.719236,"down",3.37
"203",2018-07-23,7394.78,7833,7375,7721.01,41646.346671,320156546.58241,219776,22756.449926,174955411.035568,"up",6.21
"204",2018-07-24,7721.65,8486,7696,8397.24,60121.163749,487117211.681898,326329,32980.508325,266991169.609521,"up",10.27
"205",2018-07-25,8397.24,8491.77,8050,8175.64,48257.649124,398119757.80385,277935,25447.806526,209867505.768784,"down",5.49
"206",2018-07-26,8175.63,8315.69,7850.06,7920,43223.481682,352101207.679955,235681,22366.994995,182431837.499489,"down",5.93
"207",2018-07-27,7920,8285,7805,8188.57,43671.005891,350881696.752707,227397,23168.935319,186142745.188669,"up",6.15
"208",2018-07-28,8188.57,8246.54,8067,8225.04,26215.173839,214357817.031402,144170,13976.708689,114326656.220096,"up",2.23
"209",2018-07-29,8225.04,8294.51,8115,8211,25531.226185,209564023.05225,144331,14226.697109,116797668.87544,"down",2.21
"210",2018-07-30,8210.99,8273,7866,8173.92,39692.416542,321599782.180698,206911,20676.100069,167753771.917392,"down",5.17
"211",2018-07-31,8171.4,8180,7633,7730.93,48296.915587,379841367.202402,239132,24273.184891,190885799.452863,"down",7.17
"212",2018-08-01,7735.67,7750,7430,7604.58,42582.312932,322252070.443487,208008,22159.785618,167734477.274584,"down",4.31
"213",2018-08-02,7600.08,7709.46,7455.72,7525.71,37665.696684,285656680.701564,175627,21216.838126,160971512.854091,"down",3.4
"214",2018-08-03,7525.71,7540,7282.44,7418.78,44669.486047,330599837.728552,226727,23397.041835,173144499.511468,"down",3.54
"215",2018-08-04,7412.27,7494.81,6926,7009.84,36288.42601,262282965.485733,199335,17770.555156,128601932.841051,"down",8.21
"216",2018-08-05,7009.84,7089.87,6882.29,7024.19,32894.849782,229992627.523222,148658,18335.956341,128216222.185166,"up",3.02
"217",2018-08-06,7024.19,7160,6821,6934.82,32760.191643,229071781.115367,177378,17486.151576,122304301.712168,"down",4.97
"218",2018-08-07,6935,7150.46,6670,6720.06,45438.473501,316365882.103166,247202,24012.696862,167343592.154172,"down",7.2
"219",2018-08-08,6720.63,6721.54,6123,6285,59550.536319,382460776.493981,305603,30204.484969,194091707.797879,"down",9.78
"220",2018-08-09,6283.27,6622.81,6178.6,6529.79,51941.185111,332880900.890599,248573,28290.848883,181381407.110164,"up",7.19
"221",2018-08-10,6529.79,6575.88,6026.39,6144.01,59034.974902,374699380.948492,289661,31034.532468,197214827.291983,"down",9.12
"222",2018-08-11,6148.13,6488,5971,6232.35,47133.418555,291056267.089229,236173,26083.971425,160978348.306366,"up",8.66
"223",2018-08-12,6222.55,6472.3,6130,6308.33,38567.770712,243227298.879427,190399,20954.747314,132190051.417065,"up",5.58
"224",2018-08-13,6308.56,6545,6145.04,6246.35,53895.828783,341552293.0073,239602,29517.276269,187178430.280203,"down",6.51
"225",2018-08-14,6248.25,6250.33,5880,6188.08,50186.745091,303179556.36245,252004,25530.653498,154285607.850516,"down",6.3
"226",2018-08-15,6188.08,6609,6172.11,6267.16,68806.687026,439109005.40343,329413,37144.042168,237077628.529717,"up",7.08
"227",2018-08-16,6265.27,6480,6205.6,6311.75,48515.254618,307755605.162404,228942,26023.549007,165123672.329619,"up",4.42
"228",2018-08-17,6316,6585,6285.4,6584.49,57851.610803,374472431.723581,296730,32407.884552,209831423.428621,"up",4.77
"229",2018-08-18,6579.04,6620,6288,6387.96,53742.322172,345964004.365721,276121,29469.810485,189808853.555183,"down",5.28
"230",2018-08-19,6387.96,6541,6300,6477.53,45190.847994,289271954.553265,190758,25368.613272,162405728.978078,"up",3.83
"231",2018-08-20,6477.53,6530,6220,6254.84,49435.55526,317617945.749261,237055,26468.017091,170185693.099841,"down",4.98
"232",2018-08-21,6251,6500,6235.08,6480,41569.947408,265458342.781721,180578,23219.823973,148276323.261852,"up",4.25
"233",2018-08-22,6479.98,6882.54,6251.2,6360.89,77909.391359,512501182.202902,326562,40431.002002,266272244.801362,"down",10.1
"234",2018-08-23,6362.57,6576.99,6342.28,6525.01,40358.166825,259786384.554915,187637,22134.603236,142492145.482123,"up",3.7
"235",2018-08-24,6525,6725,6440.5,6681.64,38305.675322,251513064.474471,180167,21280.935824,139769204.207367,"up",4.42
"236",2018-08-25,6686.98,6789,6650.61,6733.64,19220.505929,129083702.475422,122483,9829.849484,66019304.9067933,"up",2.08
"237",2018-08-26,6733.64,6775.27,6568,6700,20107.297208,134117930.39575,130769,9897.250377,66041984.7484077,"down",3.16
"238",2018-08-27,6700,6940.51,6646.5,6908.64,37747.078747,254214730.317124,205441,21458.101843,144536972.857901,"up",4.42
"239",2018-08-28,6907.26,7135,6860,7076.11,48352.917163,338220284.290166,252033,26495.589966,185343334.340578,"up",4.01
"240",2018-08-29,7077,7133.81,6912.34,7031.22,43252.487392,304565438.485006,223772,23716.20275,167062558.375227,"down",3.2
"241",2018-08-30,7033.21,7063.63,6784.81,6984.84,44716.77462,309357226.583625,230848,24453.041781,169234472.84231,"down",4.11
"242",2018-08-31,6984.84,7089,6888,7011.21,40467.400638,282722730.061319,203142,21668.412208,151377811.892478,"up",2.92
"243",2018-09-01,7011.21,7275,7008.74,7200.01,40323.414093,287299347.769146,217286,22552.716145,160667815.75285,"up",3.8
"244",2018-09-02,7201.57,7345.45,7127,7302.01,39814.840352,288526018.713279,210282,22422.52063,162523675.692368,"up",3.07
"245",2018-09-03,7302,7338.28,7191.63,7263.02,32396.018371,235393601.42514,173846,16914.880588,122917873.887503,"down",2.04
"246",2018-09-04,7263,7410,7227.17,7359.06,35300.640518,258978411.271086,183178,19983.177591,146619387.998844,"up",2.53
"247",2018-09-05,7359.05,7397.3,6682,6700,63715.256267,449463489.057998,308813,31531.579021,222719950.684426,"down",10.7
"248",2018-09-06,6697.27,6725,6265,6516.01,60644.464227,390391932.209118,280845,32332.549533,208137324.51688,"down",7.34
"249",2018-09-07,6516.84,6544,6320,6395.54,38906.28805,250716129.90519,194451,21463.035571,138344836.356928,"down",3.54
"250",2018-09-08,6395.54,6478,6111,6185.05,38215.032171,241711345.371203,180831,19615.084193,124201124.448217,"down",6.01
"251",2018-09-09,6185.06,6441,6141.53,6250.81,37053.92382,233583450.105421,176709,20804.78067,131143409.64187,"up",4.88
"252",2018-09-10,6252.26,6373.98,6221,6312,32439.456432,204178349.969875,165286,18454.695984,116171984.164614,"up",2.46
"253",2018-09-11,6311.99,6404,6169.68,6294.91,33104.88859,208346648.800459,173335,18417.973606,115940661.512076,"down",3.8
"254",2018-09-12,6293,6360,6192.37,6338.62,31433.645939,197398009.012567,165590,17211.99689,108098184.764193,"up",2.71
"255",2018-09-13,6338.62,6535,6337.4,6487.38,40465.063107,260985165.191845,215637,21685.302869,139897583.375836,"up",3.12
"256",2018-09-14,6487.39,6584.99,6385.62,6476.63,37173.339277,241466662.648006,198375,19926.092246,129446503.538891,"down",3.12
"257",2018-09-15,6476.63,6565.45,6466.13,6514.96,25243.656612,164557841.079869,141362,13631.32786,88868550.6400623,"up",1.54
"258",2018-09-16,6514.96,6524.62,6370,6505,27568.132897,178614079.1515,145921,15277.360294,99017939.4839293,"down",2.43
"259",2018-09-17,6500.08,6533.84,6201,6248.69,35987.254738,228970700.750422,196924,18132.460484,115435845.031816,"down",5.37
"260",2018-09-18,6248.69,6390,6224.98,6336.45,32620.86667,205736329.407079,169055,18134.695327,114376447.088667,"up",2.65
"261",2018-09-19,6336.39,6517.7,6123,6391.89,39044.080082,247455364.523796,198215,21198.526375,134463617.324278,"up",6.45
"262",2018-09-20,6392,6540,6325,6492,25189.024728,161844271.633607,153686,13565.498887,87206867.7590245,"up",3.4
"263",2018-09-21,6492,6784.86,6491,6759.02,51779.343463,345746941.999986,292494,28398.418773,189708795.741981,"up",4.53
"264",2018-09-22,6759.01,6839.03,6627,6723.05,29349.690667,197210670.891979,145720,16554.964632,111254665.994111,"down",3.2
"265",2018-09-23,6723.05,6788.23,6661.75,6708,30286.229773,203479219.386407,168354,17052.636547,114584135.91269,"down",1.9
"266",2018-09-24,6706.81,6730,6557,6581.39,35305.73991,234355999.543118,185297,18662.448471,123915474.867064,"down",2.64
"267",2018-09-25,6581.42,6584.01,6325.02,6447.54,40301.029452,258927200.831064,219965,21316.072862,136948219.472557,"down",4.09
"268",2018-09-26,6445.11,6557.99,6379.7,6465.12,33484.54207,216859675.301343,184238,18833.139688,121969834.649462,"up",2.79
"269",2018-09-27,6467.84,6750,6434,6689.13,33087.428297,216914853.241752,182590,18395.789811,120651951.00861,"up",4.91
"270",2018-09-28,6689.12,6814.8,6540.88,6634.58,42399.448523,283144987.504231,211849,23688.506549,158267801.161555,"down",4.19
"271",2018-09-29,6634.58,6636,6464.57,6596.38,30255.9597,198424303.606606,171027,16037.032751,105227105.41694,"down",2.65
"272",2018-09-30,6597.66,6662,6533,6626.57,27764.724519,183438992.377195,153447,15201.004317,100438551.141933,"up",1.97
"273",2018-10-01,6626.57,6667.09,6510,6611.61,20621.506894,136115256.968307,129733,11063.811859,73056146.1020631,"down",2.41
"274",2018-10-02,6610,6640,6494,6525.79,28245.810088,185725492.280239,147274,15115.821022,99418910.2421899,"down",2.25
"275",2018-10-03,6525.79,6549,6430,6510,28451.969138,184622957.024907,150607,15296.711506,99276382.4347858,"down",1.85
"276",2018-10-04,6510.01,6643.46,6505.09,6593.79,20074.300818,132348680.676006,96824,11077.852512,73043810.8272147,"up",2.13
"277",2018-10-05,6591.69,6697,6543.08,6635.65,16096.552392,106264514.657577,86701,8593.749956,56749217.5854155,"up",2.35
"278",2018-10-06,6635.65,6651,6566.77,6594.27,10939.505391,72247942.4142941,62065,5212.866094,34437347.9568216,"down",1.28
"279",2018-10-07,6596.44,6640,6525,6615.26,17406.831762,114489082.753643,82844,8768.20828,57668448.4121986,"up",1.76
"280",2018-10-08,6615.26,6715.6,6587,6673.01,23123.419541,153704602.430241,135156,12334.914967,81982575.9454218,"up",1.95
"281",2018-10-09,6673.01,6685.38,6607,6656.61,15354.779469,102115186.428823,101956,7606.922999,50595009.051153,"down",1.19
"282",2018-10-10,6656.67,6659.95,6530,6631,15390.661444,101609680.882173,99789,6819.654895,45031596.857039,"down",1.99
"283",2018-10-11,6630.21,6633.92,6205,6252.68,48712.400332,308153124.445824,253224,24435.254184,154456787.973859,"down",6.91
"284",2018-10-12,6252.71,6360,6209,6298.01,29004.071419,183030273.011275,148077,15890.432857,100299391.320498,"up",2.43
"285",2018-10-13,6298,6345,6285.07,6332.93,19098.070025,120728650.995967,108981,9423.156468,59568245.3319946,"up",0.95
"286",2018-10-14,6332.92,6416,6308,6339.34,15627.411314,99527294.0848306,96113,7127.368587,45405725.8262699,"up",1.71
"287",2018-10-15,6339.34,7680,6300,6752.5,90748.031246,627984505.555573,456913,47214.804053,326438267.175792,"up",21.9
"288",2018-10-16,6752.5,6900,6670,6759.27,27557.957764,186122772.222861,175075,14204.011904,95928783.4000789,"up",3.45
"289",2018-10-17,6762.76,6811.12,6676.01,6740.89,26641.431379,179641733.164237,158746,13752.475923,92735373.8739245,"down",2.02
"290",2018-10-18,6739.01,6796,6567,6618.96,20116.521941,134777360.154434,138002,9735.654593,65252041.0892105,"down",3.49
"291",2018-10-19,6618.96,6648.14,6523,6528.88,20772.60077,136686215.669055,112337,11702.532344,76995910.0140161,"down",1.92
"292",2018-10-20,6528.88,6617.65,6505.55,6588.4,19240.722247,126325797.495706,110809,10487.007277,68848403.0365021,"up",1.72
"293",2018-10-21,6585.72,6663.9,6580,6590.11,6515.357792,43146401.5891872,68018,3352.959844,22204439.2052299,"up",1.28
"294",2018-10-22,6590.12,6639,6535.27,6581.2,16213.69266,106815019.55165,101673,8401.545594,55341971.1930768,"down",1.59
"295",2018-10-23,6581.2,6595,6515.45,6553.51,13856.601756,90969791.0251596,86938,7288.048932,47847204.0370594,"down",1.22
"296",2018-10-24,6553.51,6630,6547.53,6565.5,11951.543977,78795617.0214158,90762,5551.62038,36598642.1692668,"up",1.26
"297",2018-10-25,6566.81,6575.09,6502.8,6528.09,10342.701244,67691945.4459625,75563,5366.160777,35118312.4515427,"down",1.11
"298",2018-10-26,6528.13,6600,6515.01,6538.63,9443.504156,61792487.7964233,77985,4680.041861,30622521.9836389,"up",1.3
"299",2018-10-27,6538.63,6558.35,6463.04,6505.6,7776.907864,50667220.0444126,86848,3826.22774,24926178.8679294,"down",1.47
"300",2018-10-28,6505.6,6514.17,6453,6489.93,5743.933728,37298357.2627134,71647,2728.508889,17719438.9952159,"down",0.95
"301",2018-10-29,6489.93,6505.01,6315,6344.5,13827.224067,88484721.0362451,135586,6536.422181,41839860.7317164,"down",3.01
"302",2018-10-30,6344.5,6395,6317.01,6330.87,8877.175385,56393439.1828888,95116,4547.135696,28892142.589884,"down",1.23
